fasta_header,length,conservation,f_tar_hits,divergence,f_neg_hits,avg_repeats_tar,avg_pident_tar,avg_repeats_neg,avg_pident_neg,rep_ratio,n_nodes
0-NC_009800.1-1834564:1834804,240,0.9993055555555556,1.0,0.1646604938271605,1.0,3.0,0.3831018518518519,2.814814814814815,0.33681841563786,1.0,3
1-NC_010468.1-838343:838885,542,1.0,1.0,0.1132294656279896,1.0,1.5,0.7596863468634686,1.8888888888888888,0.34016673500068334,1.0,7
0-NC_009800.1-3779482:3779799,317,0.9942166140904312,1.0,0.10176422479261595,1.0,3.1666666666666665,0.7380389064143008,3.037037037037037,0.6714997858005219,0.8333333333333334,4
0-NC_009800.1-3103212:3103442,230,0.9992753623188406,1.0,0.0966183574879227,1.0,3.8333333333333335,0.4883816425120773,4.037037037037037,0.41251169388850545,0.8333333333333334,3
0-NC_009800.1-1857026:1857383,357,1.0,1.0,0.08309990662931839,1.0,1.0,1.0,1.6296296296296295,0.7259656949199434,1.0,4
1-NC_010468.1-1554405:1554781,376,0.9977836879432624,1.0,0.08372734436564223,1.0,3.8333333333333335,0.3118646572104019,3.7037037037037037,0.29819083267664825,1.0,4
1-NC_010468.1-1552844:1553222,378,0.9995590828924162,1.0,0.08132471095434059,1.0,2.0,0.5315255731922398,1.5185185185185186,0.6935626102292768,0.8333333333333334,6
0-NC_009800.1-2971469:2971713,244,0.9972677595628415,1.0,0.07953855494839102,1.0,2.0,0.5457650273224043,2.185185185185185,0.48598461849827973,0.8333333333333334,3
1-NC_010468.1-3235017:3235617,600,0.8966666666666666,1.0,0.1791975308641975,1.0,3.8333333333333335,0.307962962962963,3.4074074074074074,0.28182510288065843,0.6666666666666666,5
1-NC_010468.1-2907703:2907927,224,0.9970238095238094,1.0,0.07175925925925926,0.9259259259259259,1.0,0.9970238095238095,1.0,0.7433928571428572,1.0,3
3-NC_012947.1-3060794:3061030,236,0.8799435028248587,1.0,0.1861268047708726,1.0,509.5,0.24239283555116609,376.962962962963,0.21499074083329087,0.6666666666666666,3
0-NC_009800.1-4152918:4153339,421,1.0,1.0,0.06035013635963755,1.0,2.1666666666666665,0.5019134336236475,2.185185185185185,0.4928887715902759,1.0,4
0-NC_009800.1-1855676:1856283,607,0.9997254255903351,1.0,0.05955213862956862,1.0,4.5,0.25588962108731467,5.2592592592592595,0.21488440272075637,1.0,9
0-NC_009800.1-3226436:3226730,294,1.0,1.0,0.05517762660619804,1.0,1.0,1.0,1.0740740740740742,0.9134962627026119,1.0,3
0-NC_009800.1-3693100:3694176,1076,0.9998451053283767,1.0,0.054591766487677267,1.0,211.83333333333334,0.048697832406803476,141.88888888888889,0.047318227551422336,1.0,15
1-NC_010468.1-2704968:2706769,1801,0.9989820470109199,1.0,0.05527793201307915,1.0,2.0,0.507819729779752,3.111111111111111,0.12307600030161568,0.6666666666666666,20
2-NC_012759.1-3351855:3353153,1298,0.9947354904982024,1.0,0.05849455001997375,0.8888888888888888,1.0,0.9947354904982024,1.0,0.34097329224447864,0.5,10
0-NC_009800.1-1430524:1430760,236,1.0,1.0,0.052573760200878845,0.9259259259259259,2.0,0.5508474576271186,1.84,0.5936158192090395,1.0,3
0-NC_009800.1-3317609:3317849,240,0.9993055555555556,1.0,0.04938271604938271,1.0,1.8333333333333333,0.6756944444444444,1.8888888888888888,0.49750514403292184,1.0,3
0-NC_009800.1-1882601:1882876,275,0.9993939393939394,1.0,0.049158249158249165,1.0,3.5,0.40079797979797976,4.2592592592592595,0.3170056116722783,0.8333333333333334,3
1-NC_010468.1-3260138:3260375,237,0.99929676511955,1.0,0.0473511486169714,1.0,1.1666666666666667,0.9229957805907173,1.3703703703703705,0.8019482210762097,1.0,4
0-NC_009800.1-3777635:3778100,465,1.0,1.0,0.046117084826762245,1.0,3.5,0.3552031063321386,3.6666666666666665,0.24734767025089605,1.0,6
0-NC_009800.1-554379:554946,567,0.9994121105232217,1.0,0.045855379188712526,1.0,4.333333333333333,0.2629482657260435,4.2592592592592595,0.2836479630718314,0.8333333333333334,6
0-NC_009800.1-3986836:3987132,296,1.0,1.0,0.04504504504504504,1.0,1.0,1.0,1.0,0.954954954954955,1.0,4
1-NC_010468.1-4554491:4555162,671,0.9992548435171386,1.0,0.04498537285422532,1.0,1.6666666666666667,0.6804520615996026,1.4074074074074074,0.7623502787437213,0.8333333333333334,8
0-NC_009800.1-858254:858493,239,1.0,1.0,0.04416550441655044,1.0,6.833333333333333,0.3244836288769343,6.62962962962963,0.3161737250300709,1.0,3
1-NC_010468.1-3133813:3134041,228,1.0,1.0,0.04272254710851202,1.0,1.0,1.0,1.0740740740740742,0.9255198180636777,1.0,3
