fasta_header,length,conservation,f_tar_hits,divergence,f_neg_hits,avg_repeats_tar,avg_pident_tar,avg_repeats_neg,avg_pident_neg,rep_ratio,n_nodes
1-NC_011415.1-2729146:2730084,938,0.9984008528784648,1.0,0.1723151161485804,1.0,2.9285714285714284,0.3949576099096355,2.8947368421052633,0.3678861332435567,0.7142857142857143,10
2-NC_013364.1-3029654:3030713,1059,0.9952785646836638,1.0,0.15476367973758762,1.0,1.0,0.9952785646836638,1.368421052631579,0.7321620860460877,0.2857142857142857,12
1-NC_011415.1-2708129:2708405,276,0.9839544513457558,1.0,0.16247139588100687,1.0,2.0,0.5499482401656315,1.4210526315789473,0.6821128909229596,0.7857142857142857,4
1-NC_011415.1-2007980:2008266,286,0.9897602397602397,1.0,0.12090541037909458,1.0,2.0,0.5368381618381618,2.0,0.48003312476996685,0.9285714285714286,4
1-NC_011415.1-2587516:2587821,305,0.9915690866510538,1.0,0.11492666091458154,1.0,1.5,0.7637002341920375,1.736842105263158,0.5953408110440034,0.6428571428571429,3
1-NC_011415.1-3457017:3457223,206,0.9972260748959778,1.0,0.09555442003065917,1.0,1.0714285714285714,0.9653259361997226,1.8421052631578947,0.5744762391415431,0.8571428571428571,4
1-NC_011415.1-1722169:1722403,234,0.9694749694749695,1.0,0.11965811965811965,1.0,6.5,0.4143809233094948,5.052631578947368,0.36568986568986567,0.8571428571428571,3
1-NC_011415.1-150946:151361,415,0.9571428571428572,1.0,0.12390615091946734,0.7894736842105263,1.7142857142857142,0.6162650602409638,1.6666666666666667,0.5597858099062918,0.8571428571428571,4
1-NC_011415.1-99499:99887,388,0.9893225331369662,1.0,0.08993488876831253,1.0,2.642857142857143,0.44491593028964155,3.3684210526315788,0.3582587267136914,0.7142857142857143,3
1-NC_011415.1-804218:804631,413,0.9460394327222413,1.0,0.12297693386007393,1.0,10.357142857142858,0.16139505438979465,9.31578947368421,0.1369993789963205,0.8571428571428571,4
1-NC_011415.1-99183:99422,239,0.9847579199043635,1.0,0.07927769213829552,1.0,1.4285714285714286,0.837816298067344,1.1578947368421053,0.8553182118476107,0.7857142857142857,3
1-NC_011415.1-3804081:3804367,286,0.9942557442557443,1.0,0.06698564593301436,1.0,1.3571428571428572,0.8306693306693307,2.0526315789473686,0.5622622991044044,0.7142857142857143,4
0-NC_004741.1-2436454:2436683,229,0.9875233936369308,1.0,0.06734084118593427,1.0,1.7857142857142858,0.6621438968600539,1.4210526315789473,0.7722745728951198,0.8571428571428571,3
1-NC_011415.1-835036:835806,770,0.9522263450834879,1.0,0.10211893369788107,1.0,2.4285714285714284,0.4875386518243661,3.1578947368421053,0.21261562998405106,0.7857142857142857,8
1-NC_011415.1-4208964:4209245,281,0.9984748347737672,1.0,0.05525379284510208,1.0,1.0,0.9984748347737671,1.0,0.9447462071548979,0.7857142857142857,3
1-NC_011415.1-157799:158953,1154,0.949182966080713,1.0,0.10289154428532336,1.0,5.071428571428571,0.20826480505547101,3.6842105263157894,0.2068845206604032,0.5714285714285714,14
1-NC_011415.1-1722627:1723031,404,0.9462517680339462,1.0,0.10526315789473684,0.6842105263157895,1.7857142857142858,0.7982673267326733,1.3846153846153846,0.7086824067022087,0.7857142857142857,4
0-NC_004741.1-921664:922050,386,0.9913027387120651,1.0,0.059858194709571856,0.9473684210526315,1.7857142857142858,0.6230569948186528,1.3333333333333333,0.7359671848013817,0.7857142857142857,5
0-NC_004741.1-992524:992769,245,0.9994169096209913,1.0,0.050268528464017186,1.0,3.142857142857143,0.3960155490767736,2.6842105263157894,0.2899749373433584,0.8571428571428571,4
1-NC_011415.1-831694:831971,277,0.9517792676637441,1.0,0.09519285578567356,1.0,3.7142857142857144,0.3645779611483582,2.473684210526316,0.3030432579644056,0.7857142857142857,5
1-NC_011415.1-982824:983119,295,0.9956416464891041,1.0,0.04906333630686886,1.0,2.2142857142857144,0.502138821630347,2.6315789473684212,0.42915551590841516,0.6428571428571429,4
1-NC_011415.1-834273:834617,344,0.96906146179402,1.0,0.07527539779681763,0.6842105263157895,1.1428571428571428,0.9061461794019934,1.0,0.7813059033989267,0.8571428571428571,3
1-NC_011415.1-1723175:1723639,464,0.9373460591133005,1.0,0.10583030852994554,0.7368421052631579,1.7857142857142858,0.7653940886699508,1.2857142857142858,0.639393472906404,0.8571428571428571,5
2-NC_013364.1-3915964:3916181,217,0.9973666886109281,1.0,0.04438515643948581,1.0,4.0,0.32877441299100285,3.736842105263158,0.3315344813647021,0.8571428571428571,3
1-NC_011415.1-4023571:4024651,1080,0.9671957671957673,1.0,0.07144249512670565,0.8947368421052632,2.0714285714285716,0.49948192239858913,2.764705882352941,0.25117465504720404,0.7857142857142857,12
0-NC_004741.1-4077315:4077799,484,0.9995572609208974,1.0,0.039038712483688565,1.0,3.357142857142857,0.3437622983077528,3.4210526315789473,0.35139009714368563,0.9285714285714286,5
1-NC_011415.1-3806807:3807143,336,0.9925595238095238,1.0,0.045269423558897244,0.9473684210526315,1.5714285714285714,0.7469175170068028,1.4444444444444444,0.7532242063492064,0.7142857142857143,4
2-NC_013364.1-3893258:3893664,406,0.9952498240675581,1.0,0.04226082447498056,1.0,1.5,0.783397841895379,2.0,0.555029815919108,0.8571428571428571,4
1-NC_011415.1-695585:695853,268,0.99227078891258,1.0,0.04399057344854674,1.0,1.1428571428571428,0.9260394456289979,1.105263157894737,0.9098586017282011,0.7857142857142857,3
1-NC_011415.1-1721148:1721441,293,0.9190638712823013,1.0,0.11711873540506555,1.0,2.0714285714285716,0.6605314480741101,1.4210526315789473,0.5413148913238728,0.7857142857142857,4
2-NC_013364.1-4219333:4219770,437,0.9256292906178489,0.9285714285714286,0.10791280260146935,0.8421052631578947,1.3846153846153846,0.8165815877486359,1.5,0.6491943173150267,0.7142857142857143,5
0-NC_004741.1-3295604:3295838,234,1.0,1.0,0.033288349077822764,1.0,5.5,0.26398845863131576,6.315789473684211,0.23447802197802198,1.0,3
1-NC_011415.1-2961743:2961994,251,0.9974388161639157,1.0,0.03564688613965192,1.0,4.285714285714286,0.3258483074504702,4.0,0.32630879988816663,0.9285714285714286,4
0-NC_004741.1-3212093:3212318,225,0.9996825396825396,1.0,0.03274853801169591,1.0,4.285714285714286,0.308,4.473684210526316,0.2910760233918129,1.0,3
1-NC_011415.1-944923:945159,236,0.9975786924939467,1.0,0.03412132024977699,1.0,5.214285714285714,0.28479944944079333,6.052631578947368,0.2513922518159807,0.7857142857142857,3
1-NC_011415.1-782966:783258,292,0.9963307240704501,1.0,0.035147801009372745,1.0,1.0714285714285714,0.964041095890411,1.263157894736842,0.8437274693583273,0.7857142857142857,3
1-NC_011415.1-911369:911802,433,0.9968657208841966,1.0,0.03403427737936064,1.0,4.785714285714286,0.257901682612999,5.2105263157894735,0.23934200397066568,0.8571428571428571,7
1-NC_011415.1-2735121:2735346,225,0.9971428571428572,1.0,0.032280701754385965,1.0,5.857142857142857,0.2508994708994709,5.368421052631579,0.25985853522695623,0.5714285714285714,4
1-NC_011415.1-1040663:1040905,242,0.9967532467532468,1.0,0.031752936059156155,1.0,1.7857142857142858,0.6430047225501772,1.9473684210526316,0.556002609830361,0.8571428571428571,4
0-NC_004741.1-76859:77091,232,0.9956896551724138,1.0,0.032214156079854804,1.0,3.357142857142857,0.38680213464696217,3.8947368421052633,0.3452321536600121,0.9285714285714286,4
1-NC_011415.1-3760084:3760306,222,0.9861647361647361,1.0,0.04101469890943575,1.0,4.0,0.3207260832260832,3.8421052631578947,0.2729176544966019,0.7857142857142857,3
1-NC_011415.1-1851221:1851439,218,0.9970511140235911,1.0,0.029454369869628197,1.0,1.0,0.9970511140235911,1.0,0.9705456301303718,0.7142857142857143,3
1-NC_011415.1-431543:431893,350,0.9963265306122449,1.0,0.029172932330827066,1.0,25.5,0.14640159125914107,14.31578947368421,0.16814016871753315,0.6428571428571429,4
1-NC_011415.1-3466210:3466516,306,0.9955648926237162,1.0,0.02786377708978328,1.0,2.0714285714285716,0.5625194522253345,2.1578947368421053,0.4980220158238734,0.6428571428571429,3
0-NC_004741.1-1079044:1079299,255,1.0,1.0,0.023116615067079464,1.0,1.0,1.0,2.0526315789473686,0.6356037151702786,1.0,4
1-NC_011415.1-3684563:3685017,454,0.9981120201384518,1.0,0.024808717829816834,1.0,3.0,0.3613383679462974,3.526315789473684,0.31526393075199016,0.8571428571428571,4
0-NC_004741.1-444948:445206,258,0.987264673311185,1.0,0.03406772745818034,1.0,3.2857142857142856,0.36877076411960136,3.1052631578947367,0.3611009111927105,0.7142857142857143,3
1-NC_011415.1-278512:278751,239,0.9976090854751943,1.0,0.0229024443955076,1.0,2.5714285714285716,0.45038852361028087,2.263157894736842,0.5706158702194819,0.9285714285714286,3
1-NC_011415.1-3096162:3096369,207,0.9996549344375432,1.0,0.02084922451055174,1.0,3.2857142857142856,0.3923970554405337,2.3684210526315788,0.3647258242223917,0.9285714285714286,3
0-NC_004741.1-161230:161510,280,0.9989795918367347,1.0,0.020864661654135336,1.0,4.071428571428571,0.31137755102040815,4.052631578947368,0.30925751879699254,0.8571428571428571,5
1-NC_011415.1-694141:694595,454,0.9817495280050347,1.0,0.03698121956874565,1.0,4.642857142857143,0.579276798825257,3.526315789473684,0.4955792565113224,0.7142857142857143,4
1-NC_011415.1-2422193:2422544,351,0.9973544973544974,1.0,0.021292547608337084,1.0,1.2142857142857142,0.8973341473341474,1.6842105263157894,0.6792872494626881,0.8571428571428571,4
1-NC_011415.1-2751932:2752159,227,0.9968533668974198,1.0,0.019939717134245305,1.0,2.2857142857142856,0.5016519823788547,2.1578947368421053,0.5714892959270422,0.7857142857142857,3
1-NC_011415.1-285310:285754,444,0.9734555984555985,1.0,0.04113323850165956,0.9473684210526315,1.3571428571428572,0.8236003861003861,1.7222222222222223,0.6818068068068068,0.7142857142857143,5
1-NC_011415.1-3508975:3511285,2310,0.970191713048856,1.0,0.04367737525632263,1.0,1.2142857142857142,0.8784168212739641,1.5263157894736843,0.19572036150983518,0.2857142857142857,26
1-NC_011415.1-1081685:1082472,787,0.9355599927391541,1.0,0.07811141576941083,0.8421052631578947,1.8571428571428572,0.6088068009923155,1.4375,0.42463468869123255,0.7857142857142857,10
1-NC_011415.1-1399644:1399856,212,0.9983153638814016,1.0,0.014150943396226415,1.0,3.2857142857142856,0.38297394429469894,2.8947368421052633,0.41528053624627603,0.8571428571428571,4
1-NC_011415.1-2730950:2731454,504,0.9873866213151927,1.0,0.024436090225563912,0.8421052631578947,2.7857142857142856,0.4134424603174603,2.1875,0.21143353174603174,0.7142857142857143,6
0-NC_004741.1-397785:398027,242,0.9952774498229043,1.0,0.016093953892996955,1.0,2.5714285714285716,0.47087760724124356,2.6842105263157894,0.4532767870088444,0.7857142857142857,3
1-NC_011415.1-4723318:4723582,264,0.9978354978354977,1.0,0.01335725677830941,1.0,4.071428571428571,0.3076028138528139,4.315789473684211,0.2958067517278043,0.7857142857142857,4
1-NC_011415.1-2478249:2478506,257,0.9966648137854364,1.0,0.013721073110792547,1.0,4.428571428571429,0.30412729294052254,4.157894736842105,0.31014062393337427,0.7857142857142857,4
1-NC_011415.1-3455896:3456171,275,0.9277922077922077,0.9285714285714286,0.08210526315789474,1.0,1.0,0.9991608391608392,1.0,0.9178947368421053,0.7857142857142857,3
1-NC_011415.1-1414633:1414878,245,0.9956268221574344,1.0,0.011600429645542427,0.47368421052631576,2.0,0.5755102040816327,2.0,0.4950869236583523,0.9285714285714286,3
2-NC_013364.1-3959342:3959542,200,0.9778571428571429,1.0,0.02868421052631579,0.42105263157894735,1.0714285714285714,0.955,1.125,0.876875,0.7142857142857143,3
1-NC_011415.1-1014609:1014880,271,0.9968371112282551,1.0,0.00854534861138085,1.0,1.0714285714285714,0.9640221402214022,1.263157894736842,0.8870978183466046,0.7857142857142857,3
